Row ID,Order ID,Order Date,Ship Date,On-Time,Ship Mode,Customer ID,Customer Name,Segment,Country/Region,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Cost Price,Selling Price,Sales on CP,Sales,Quantity,Discount,Profit,Short Month,Order Month
9101,CA-2020-152933,"Thursday, December 10, 2020","Friday, October 16, 2020",1,Standard Class,MG-17650,Matthew Grinstein,Home Office,United States,Dallas,Texas,75081,Central,TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,99,289,297,866.8,3,0.2,569.8,Dec,12
3139,CA-2020-164168,"Friday, December 11, 2020","Wednesday, November 18, 2020",1,Standard Class,LS-16975,Lindsay Shagiari,Home Office,United States,Dallas,Texas,75081,Central,TEC-AC-10004568,Technology,Accessories,Maxell LTO Ultrium - 800 GB,56,328,112,655.8,2,0.2,543.8,Dec,12
7793,CA-2020-169362,"Thursday, December 10, 2020","Thursday, October 15, 2020",0,First Class,SP-20860,Sung Pak,Corporate,United States,Dallas,Texas,75217,Central,TEC-AC-10001383,Technology,Accessories,Logitech Wireless Touch Keyboard K400,14,82,28,163.8,2,0.2,135.8,Dec,12
5553,US-2017-159618,"Monday, December 11, 2017","Thursday, November 16, 2017",0,Standard Class,DB-12970,Darren Budd,Corporate,United States,Houston,Texas,77036,Central,TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,59,56,177,167.8,3,0.2,-9.2,Dec,12
2770,US-2018-122140,"Sunday, February 4, 2018","Wednesday, July 4, 2018",0,Standard Class,MO-17950,Michael Oakman,Consumer,United States,Dallas,Texas,75220,Central,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,54,76,378,531.8,7,0.2,153.8,Feb,2
2771,US-2018-122140,"Sunday, February 4, 2018","Wednesday, July 4, 2018",1,Standard Class,MO-17950,Michael Oakman,Consumer,United States,Dallas,Texas,75220,Central,TEC-AC-10003289,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,90,292,270,875.8,3,0.2,605.8,Feb,2
9297,US-2018-163433,"Wednesday, April 18, 2018","Sunday, April 22, 2018",1,Second Class,MP-17965,Michael Paige,Corporate,United States,Mcallen,Texas,78501,Central,TEC-AC-10003590,Technology,Accessories,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",74,186,148,371.8,2,0.2,223.8,Apr,4
2748,US-2018-165449,"Thursday, November 22, 2018","Monday, November 26, 2018",1,Standard Class,AP-10720,Anne Pryor,Home Office,United States,Frisco,Texas,75034,Central,TEC-AC-10004127,Technology,Accessories,SanDisk Cruzer 8 GB USB Flash Drive,56,317,224,1267.8,4,0.2,1043.8,Nov,11
4754,US-2018-167220,"Wednesday, December 12, 2018","Sunday, December 16, 2018",1,Standard Class,JB-15925,Joni Blumstein,Consumer,United States,Austin,Texas,78745,Central,TEC-AC-10002018,Technology,Accessories,AmazonBasics 3-Button USB Wired Mouse,17,257,68,1027.8,4,0.2,959.8,Dec,12
8604,US-2019-116365,"Friday, March 1, 2019","Thursday, August 1, 2019",0,Standard Class,CA-12310,Christine Abelman,Corporate,United States,San Antonio,Texas,78207,Central,TEC-AC-10002217,Technology,Accessories,Imation Clip USB flash drive - 8 GB,18,290,36,579.8,2,0.2,543.8,Mar,3
8605,US-2019-116365,"Friday, March 1, 2019","Thursday, August 1, 2019",0,Standard Class,CA-12310,Christine Abelman,Corporate,United States,San Antonio,Texas,78207,Central,TEC-AC-10002942,Technology,Accessories,WD My Passport Ultra 1TB Portable External Hard Drive,15,261,45,782.8,3,0.2,737.8,Mar,3
4269,US-2019-131611,"Saturday, May 11, 2019","Wednesday, September 11, 2019",0,Standard Class,EP-13915,Emily Phan,Consumer,United States,Houston,Texas,77036,Central,TEC-AC-10004001,Technology,Accessories,Logitech Wireless Headset H600 Over-The-Head Design,93,156,465,779.8,5,0.2,314.8,May,5
3612,US-2019-131674,"Friday, November 29, 2019","Saturday, January 12, 2019",1,Second Class,NC-18535,Nick Crebassa,Corporate,United States,Dallas,Texas,75217,Central,TEC-AC-10004864,Technology,Accessories,Memorex Micro Travel Drive 32 GB,58,187,116,373.8,2,0.2,257.8,Nov,11
6085,US-2019-132577,"Friday, November 22, 2019","Wednesday, November 27, 2019",1,Standard Class,JE-15475,Jeremy Ellison,Consumer,United States,Houston,Texas,77095,Central,TEC-AC-10000387,Technology,Accessories,KeyTronic KT800P2 - Keyboard - Black,65,254,130,507.8,2,0.2,377.8,Nov,11
3894,US-2019-144547,"Friday, October 11, 2019","Thursday, November 14, 2019",0,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Houston,Texas,77036,Central,TEC-AC-10004901,Technology,Accessories,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver,68,171,476,1196.8,7,0.2,720.8,Oct,10
1694,US-2019-158708,"Wednesday, June 26, 2019","Saturday, June 29, 2019",1,Second Class,AB-10255,Alejandro Ballentine,Home Office,United States,Plano,Texas,75023,Central,TEC-AC-10003133,Technology,Accessories,Memorex Mini Travel Drive 4 GB USB 2.0 Flash Drive,17,151,34,301.8,2,0.2,267.8,Jun,6
3019,US-2019-160528,"Friday, August 23, 2019","Friday, August 30, 2019",0,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Pharr,Texas,78577,Central,TEC-AC-10002842,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,47,107,329,748.8,7,0.2,419.8,Aug,8
6385,US-2020-104661,"Wednesday, January 15, 2020","Saturday, January 18, 2020",0,First Class,TB-21250,Tim Brockman,Consumer,United States,Austin,Texas,78745,Central,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,43,248,86,495.8,2,0.2,409.8,Jan,1
6386,US-2020-104661,"Wednesday, January 15, 2020","Saturday, January 18, 2020",1,First Class,TB-21250,Tim Brockman,Consumer,United States,Austin,Texas,78745,Central,TEC-AC-10002331,Technology,Accessories,"Maxell 74 Minute CDR, 10/Pack",96,51,768,407.8,8,0.2,-360.2,Jan,1
678,US-2020-119438,"Wednesday, March 18, 2020","Monday, March 23, 2020",1,Standard Class,CD-11980,Carol Darley,Consumer,United States,Tyler,Texas,75701,Central,TEC-AC-10003614,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",10,226,30,677.8,3,0.2,647.8,Mar,3
5190,US-2020-136679,"Saturday, November 14, 2020","Wednesday, November 18, 2020",0,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Pasadena,Texas,77506,Central,TEC-AC-10004855,Technology,Accessories,V7 USB Numeric Keypad,15,71,90,425.8,6,0.2,335.8,Nov,11
7173,US-2020-141677,"Thursday, March 26, 2020","Monday, March 30, 2020",1,Standard Class,HK-14890,Heather Kirkland,Corporate,United States,Houston,Texas,77070,Central,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,58,349,290,1744.8,5,0.2,1454.8,Mar,3
9462,CA-2017-100867,"Thursday, October 19, 2017","Tuesday, October 24, 2017",0,Standard Class,EH-14125,Eugene Hildebrand,Home Office,United States,Lakewood,California,90712,West,TEC-PH-10004922,Technology,Phones,RCA Visys Integrated PBX 8-Line Router,44,67,264,401.8,6,0.2,137.8,Oct,10
2367,CA-2017-102295,"Friday, November 24, 2017","Sunday, November 26, 2017",0,Second Class,EH-13990,Erica Hackney,Consumer,United States,Sacramento,California,95823,West,FUR-CH-10001714,Furniture,Chairs,"Global Leather & Oak Executive Chair, Burgundy",37,250,37,249.8,1,0.2,212.8,Nov,11
7694,CA-2017-102330,"Friday, December 29, 2017","Thursday, March 1, 2018",1,Standard Class,AI-10855,Arianne Irving,Consumer,United States,Brentwood,California,94513,West,TEC-PH-10001051,Technology,Phones,HTC One,88,103,352,411.8,4,0.2,59.8,Dec,12
9198,CA-2017-103310,"Thursday, October 5, 2017","Monday, May 15, 2017",1,Standard Class,GM-14680,Greg Matthias,Consumer,United States,San Jose,California,95123,West,TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster,50,217,250,1084.8,5,0.2,834.8,Oct,10
9200,CA-2017-103310,"Thursday, October 5, 2017","Monday, May 15, 2017",1,Standard Class,GM-14680,Greg Matthias,Consumer,United States,San Jose,California,95123,West,FUR-CH-10002320,Furniture,Chairs,Hon Pagoda Stacking Chairs,45,338,45,337.8,1,0.2,292.8,Oct,10
8712,CA-2017-105648,"Friday, March 3, 2017","Monday, July 3, 2017",0,Standard Class,EJ-14155,Eva Jacobs,Consumer,United States,San Diego,California,92037,West,FUR-TA-10002958,Furniture,Tables,"Bevis Oval Conference Table, Walnut",69,170,207,509.8,3,0.2,302.8,Mar,3
6918,CA-2017-124247,"Saturday, December 16, 2017","Thursday, December 21, 2017",1,Standard Class,SH-20635,Stefanie Holloman,Corporate,United States,Sacramento,California,95823,West,FUR-CH-10001854,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,45,63,225,314.8,5,0.2,89.8,Dec,12
747,CA-2017-124429,"Saturday, May 27, 2017","Saturday, May 27, 2017",0,Same Day,MH-17785,Maya Herman,Corporate,United States,San Diego,California,92105,West,FUR-TA-10002607,Furniture,Tables,KI Conference Tables,46,194,460,1939.8,10,0.2,1479.8,May,5
597,CA-2017-131450,"Tuesday, August 8, 2017","Tuesday, August 15, 2017",0,Standard Class,LR-16915,Lena Radford,Consumer,United States,San Diego,California,92024,West,TEC-PH-10002398,Technology,Phones,AT&T 1070 Corded Phone,88,338,440,1689.8,5,0.2,1249.8,Aug,8
596,CA-2017-131450,"Tuesday, August 8, 2017","Tuesday, August 15, 2017",1,Standard Class,LR-16915,Lena Radford,Consumer,United States,San Diego,California,92024,West,TEC-CO-10004115,Technology,Copiers,Sharp AL-1530CS Digital Copier,15,305,45,914.8,3,0.2,869.8,Aug,8
5469,CA-2017-132451,"Tuesday, September 26, 2017","Wednesday, September 27, 2017",1,First Class,KF-16285,Karen Ferguson,Home Office,United States,San Diego,California,92105,West,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",22,254,66,761.8,3,0.2,695.8,Sep,9
4533,CA-2017-140403,"Tuesday, October 10, 2017","Tuesday, October 10, 2017",0,Same Day,TN-21040,Tanja Norvell,Home Office,United States,Manteca,California,95336,West,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",97,325,291,974.8,3,0.2,683.8,Oct,10
6846,CA-2017-147543,"Wednesday, June 7, 2017","Thursday, December 7, 2017",1,Standard Class,BC-11125,Becky Castell,Home Office,United States,El Cajon,California,92020,West,FUR-CH-10000155,Furniture,Chairs,Global Comet Stacking Armless Chair,17,338,34,675.8,2,0.2,641.8,Jun,6
7047,CA-2017-150581,"Friday, August 4, 2017","Monday, December 4, 2017",1,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,Concord,California,94521,West,FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables,29,57,29,56.8,1,0.2,27.8,Aug,8
2794,CA-2017-154599,"Monday, December 4, 2017","Monday, April 17, 2017",1,Standard Class,KN-16450,Kean Nguyen,Corporate,United States,Redondo Beach,California,90278,West,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,38,69,532,965.8,14,0.2,433.8,Dec,12
2795,CA-2017-154599,"Monday, December 4, 2017","Monday, April 17, 2017",0,Standard Class,KN-16450,Kean Nguyen,Corporate,United States,Redondo Beach,California,90278,West,TEC-PH-10000576,Technology,Phones,AT&T 1080 Corded phone,43,173,172,691.8,4,0.2,519.8,Dec,12
5639,CA-2017-154893,"Thursday, December 21, 2017","Wednesday, December 27, 2017",1,Standard Class,GM-14440,Gary McGarr,Consumer,United States,San Diego,California,92024,West,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,13,108,78,647.8,6,0.2,569.8,Dec,12
5640,CA-2017-154893,"Thursday, December 21, 2017","Wednesday, December 27, 2017",0,Standard Class,GM-14440,Gary McGarr,Consumer,United States,San Diego,California,92024,West,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,28,235,84,704.8,3,0.2,620.8,Dec,12
4169,CA-2017-157924,"Friday, November 10, 2017","Friday, October 13, 2017",0,First Class,HA-14920,Helen Andreada,Consumer,United States,Pasadena,California,91104,West,FUR-CH-10000229,Furniture,Chairs,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,59,131,118,261.8,2,0.2,143.8,Nov,11
3203,CA-2017-158372,"Wednesday, October 11, 2017","Thursday, November 16, 2017",0,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,San Diego,California,92037,West,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,33,337,264,2695.8,8,0.2,2431.8,Oct,10
4378,CA-2017-166954,"Tuesday, April 25, 2017","Sunday, April 30, 2017",0,Standard Class,BT-11305,Beth Thompson,Home Office,United States,San Gabriel,California,91776,West,FUR-CH-10003973,Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs,85,286,425,1429.8,5,0.2,1004.8,Apr,4
1247,CA-2017-168494,"Tuesday, December 12, 2017","Thursday, December 14, 2017",1,Second Class,NP-18700,Nora Preis,Consumer,United States,Fresno,California,93727,West,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,61,336,732,4031.8,12,0.2,3299.8,Dec,12
1246,CA-2017-168494,"Tuesday, December 12, 2017","Thursday, December 14, 2017",0,Second Class,NP-18700,Nora Preis,Consumer,United States,Fresno,California,93727,West,FUR-TA-10004619,Furniture,Tables,Hon Non-Folding Utility Tables,40,92,240,551.8,6,0.2,311.8,Dec,12
7407,CA-2018-100146,"Monday, May 14, 2018","Saturday, May 19, 2018",1,Standard Class,CB-12535,Claudia Bergmann,Corporate,United States,Camarillo,California,93010,West,FUR-CH-10004495,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",64,165,192,494.8,3,0.2,302.8,May,5
7406,CA-2018-100146,"Monday, May 14, 2018","Saturday, May 19, 2018",0,Standard Class,CB-12535,Claudia Bergmann,Corporate,United States,Camarillo,California,93010,West,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,48,68,96,135.8,2,0.2,39.8,May,5
800,CA-2018-101910,"Tuesday, November 27, 2018","Monday, March 12, 2018",0,Standard Class,CD-11920,Carlos Daly,Consumer,United States,Lake Elsinore,California,92530,West,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",13,145,65,724.8,5,0.2,659.8,Nov,11
4740,CA-2018-105725,"Sunday, February 18, 2018","Saturday, February 24, 2018",1,Standard Class,GT-14755,Guy Thornton,Consumer,United States,Long Beach,California,90805,West,FUR-TA-10001676,Furniture,Tables,Hon 61000 Series Interactive Training Tables,90,150,90,149.8,1,0.2,59.8,Feb,2
8893,CA-2018-111038,"Friday, January 12, 2018","Tuesday, June 12, 2018",1,Standard Class,LC-16960,Lindsay Castell,Home Office,United States,San Diego,California,92037,West,FUR-CH-10003973,Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs,85,61,765,548.8,9,0.2,-216.2,Jan,1
6063,CA-2018-111780,"Tuesday, December 25, 2018","Sunday, December 30, 2018",1,Second Class,RA-19285,Ralph Arnett,Consumer,United States,San Diego,California,92037,West,TEC-CO-10004202,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,21,171,105,854.8,5,0.2,749.8,Dec,12
4060,CA-2018-124058,"Tuesday, November 20, 2018","Saturday, November 24, 2018",1,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Oakland,California,94601,West,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,28,206,84,617.8,3,0.2,533.8,Nov,11
4059,CA-2018-124058,"Tuesday, November 20, 2018","Saturday, November 24, 2018",0,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Oakland,California,94601,West,TEC-PH-10004774,Technology,Phones,Gear Head AU3700S Headset,94,175,658,1224.8,7,0.2,566.8,Nov,11
5842,CA-2018-126725,"Saturday, November 17, 2018","Wednesday, November 21, 2018",0,Standard Class,BS-11665,Brian Stugart,Consumer,United States,San Diego,California,92105,West,TEC-PH-10003174,Technology,Phones,RCA ViSYS 25825 Wireless digital phone,41,200,164,799.8,4,0.2,635.8,Nov,11
5847,CA-2018-126725,"Saturday, November 17, 2018","Wednesday, November 21, 2018",1,Standard Class,BS-11665,Brian Stugart,Consumer,United States,San Diego,California,92105,West,FUR-CH-10001708,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,34,67,68,133.8,2,0.2,65.8,Nov,11
9913,CA-2018-132388,"Wednesday, October 10, 2018","Monday, December 10, 2018",1,First Class,KN-16390,Katherine Nockton,Corporate,United States,Santa Barbara,California,93101,West,FUR-CH-10001714,Furniture,Chairs,"Global Leather & Oak Executive Chair, Burgundy",37,104,111,311.8,3,0.2,200.8,Oct,10
3869,CA-2018-132486,"Tuesday, October 23, 2018","Saturday, October 27, 2018",0,Second Class,JF-15355,Jay Fein,Consumer,United States,San Diego,California,92105,West,FUR-CH-10004495,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",64,328,64,327.8,1,0.2,263.8,Oct,10
3870,CA-2018-132486,"Tuesday, October 23, 2018","Saturday, October 27, 2018",0,Second Class,JF-15355,Jay Fein,Consumer,United States,San Diego,California,92105,West,FUR-CH-10004540,Furniture,Chairs,Global Chrome Stack Chair,74,244,518,1707.8,7,0.2,1189.8,Oct,10
3873,CA-2018-132486,"Tuesday, October 23, 2018","Saturday, October 27, 2018",1,Second Class,JF-15355,Jay Fein,Consumer,United States,San Diego,California,92105,West,FUR-CH-10001854,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,45,278,135,833.8,3,0.2,698.8,Oct,10
2070,CA-2018-133452,"Friday, April 13, 2018","Thursday, April 19, 2018",1,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Pomona,California,91767,West,FUR-TA-10003954,Furniture,Tables,Hon 94000 Series Round Tables,16,242,48,725.8,3,0.2,677.8,Apr,4
7829,CA-2018-137302,"Thursday, April 26, 2018","Friday, January 5, 2018",0,Standard Class,BW-11110,Bart Watters,Corporate,United States,San Diego,California,92105,West,FUR-CH-10002017,Furniture,Chairs,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,46,183,138,548.8,3,0.2,410.8,Apr,4
7831,CA-2018-137302,"Thursday, April 26, 2018","Friday, January 5, 2018",1,Standard Class,BW-11110,Bart Watters,Corporate,United States,San Diego,California,92105,West,TEC-PH-10003174,Technology,Phones,RCA ViSYS 25825 Wireless digital phone,41,231,123,692.8,3,0.2,569.8,Apr,4
6704,CA-2018-139164,"Saturday, June 23, 2018","Thursday, June 28, 2018",1,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Long Beach,California,90805,West,TEC-PH-10002468,Technology,Phones,"Plantronics CS 50-USB - headset - Convertible, Monaural",83,196,166,391.8,2,0.2,225.8,Jun,6
6706,CA-2018-139164,"Saturday, June 23, 2018","Thursday, June 28, 2018",1,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Long Beach,California,90805,West,TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,77,114,231,341.8,3,0.2,110.8,Jun,6
704,CA-2018-142027,"Tuesday, September 4, 2018","Saturday, April 14, 2018",1,Standard Class,JK-15370,Jay Kimmel,Consumer,United States,Long Beach,California,90805,West,FUR-TA-10002774,Furniture,Tables,Laminate Occasional Tables,62,329,186,986.8,3,0.2,800.8,Sep,9
1093,CA-2018-143490,"Tuesday, June 12, 2018","Thursday, December 13, 2018",1,Standard Class,NP-18325,Naresj Patel,Consumer,United States,San Diego,California,92105,West,TEC-PH-10000576,Technology,Phones,AT&T 1080 Corded phone,43,231,86,461.8,2,0.2,375.8,Jun,6
6424,CA-2018-149650,"Wednesday, October 24, 2018","Saturday, October 27, 2018",1,First Class,RD-19660,Robert Dilbeck,Home Office,United States,Oakland,California,94601,West,FUR-CH-10003956,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,86,339,688,2711.8,8,0.2,2023.8,Oct,10
788,CA-2018-154620,"Wednesday, December 12, 2018","Sunday, December 16, 2018",1,Standard Class,LT-17110,Liz Thompson,Consumer,United States,Lancaster,California,93534,West,FUR-CH-10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",57,132,114,263.8,2,0.2,149.8,Dec,12
3288,CA-2018-157770,"Thursday, December 13, 2018","Saturday, December 15, 2018",1,First Class,RD-19585,Rob Dowd,Consumer,United States,Temecula,California,92592,West,TEC-PH-10001530,Technology,Phones,Plantronics Voyager Pro Legend,57,77,171,230.8,3,0.2,59.8,Dec,12
9134,CA-2018-157805,"Friday, August 31, 2018","Monday, April 9, 2018",0,Standard Class,RH-19510,Rick Huthwaite,Home Office,United States,San Diego,California,92037,West,TEC-PH-10004447,Technology,Phones,Toshiba IPT2010-SD IP Telephone,77,337,385,1684.8,5,0.2,1299.8,Aug,8
5164,CA-2018-161627,"Thursday, June 7, 2018","Wednesday, November 7, 2018",0,Standard Class,SJ-20215,Sarah Jordon,Consumer,United States,Pasadena,California,91104,West,FUR-CH-10003968,Furniture,Chairs,Novimex Turbo Task Chair,70,232,210,695.8,3,0.2,485.8,Jun,6
5803,CA-2018-163440,"Thursday, March 22, 2018","Saturday, March 24, 2018",1,First Class,RD-19900,Ruben Dartt,Consumer,United States,Thousand Oaks,California,91360,West,TEC-PH-10000376,Technology,Phones,Square Credit Card Reader,81,186,162,371.8,2,0.2,209.8,Mar,3
2112,CA-2018-164882,"Wednesday, October 31, 2018","Wednesday, October 31, 2018",0,Same Day,SG-20080,Sandra Glassco,Consumer,United States,Redlands,California,92374,West,FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",12,335,48,1339.8,4,0.2,1291.8,Oct,10
2114,CA-2018-164882,"Wednesday, October 31, 2018","Wednesday, October 31, 2018",1,Same Day,SG-20080,Sandra Glassco,Consumer,United States,Redlands,California,92374,West,TEC-PH-10001578,Technology,Phones,Polycom SoundStation2 EX Conference phone,23,169,92,675.8,4,0.2,583.8,Oct,10
2822,CA-2019-100202,"Tuesday, December 31, 2019","Friday, May 1, 2020",0,Standard Class,BD-11620,Brian DeCherney,Consumer,United States,Anaheim,California,92804,West,TEC-PH-10002563,Technology,Phones,Adtran 1202752G1,61,95,183,284.8,3,0.2,101.8,Dec,12
9166,CA-2019-100300,"Monday, June 24, 2019","Wednesday, June 26, 2019",0,Second Class,MJ-17740,Max Jones,Consumer,United States,San Diego,California,92037,West,TEC-MA-10000984,Technology,Machines,Okidata MB760 Printer,100,327,400,1307.8,4,0.2,907.8,Jun,6
8144,CA-2019-100993,"Thursday, May 2, 2019","Wednesday, October 2, 2019",1,Standard Class,AZ-10750,Annie Zypern,Consumer,United States,San Diego,California,92037,West,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,85,68,340,271.8,4,0.2,-68.2,May,5
8145,CA-2019-100993,"Thursday, May 2, 2019","Wednesday, October 2, 2019",0,Standard Class,AZ-10750,Annie Zypern,Consumer,United States,San Diego,California,92037,West,TEC-PH-10001448,Technology,Phones,Anker Astro 15000mAh USB Portable Charger,26,346,104,1383.8,4,0.2,1279.8,May,5
7873,CA-2019-101672,"Sunday, March 10, 2019","Wednesday, July 10, 2019",1,Standard Class,DB-12910,Daniel Byrd,Home Office,United States,Lake Forest,California,92630,West,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,96,225,384,899.8,4,0.2,515.8,Mar,3
3210,CA-2019-108882,"Sunday, September 1, 2019","Tuesday, January 15, 2019",0,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Fresno,California,93727,West,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,92,244,828,2195.8,9,0.2,1367.8,Sep,9
9613,CA-2019-110086,"Wednesday, September 18, 2019","Sunday, September 22, 2019",1,Standard Class,BD-11320,Bill Donatelli,Consumer,United States,Woodland,California,95695,West,TEC-PH-10001299,Technology,Phones,Polycom CX300 Desktop Phone USB VoIP phone,72,100,144,199.8,2,0.2,55.8,Sep,9
4086,CA-2019-111913,"Monday, April 8, 2019","Saturday, June 8, 2019",0,Second Class,LC-16930,Linda Cazamias,Corporate,United States,Sacramento,California,95823,West,TEC-PH-10002275,Technology,Phones,Mitel 5320 IP Phone VoIP phone,44,258,88,515.8,2,0.2,427.8,Apr,4
6203,CA-2019-118332,"Monday, December 16, 2019","Monday, December 23, 2019",1,Standard Class,PK-19075,Pete Kriz,Consumer,United States,Apple Valley,California,92307,West,FUR-CH-10001708,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,34,107,170,534.8,5,0.2,364.8,Dec,12
499,CA-2019-126158,"Thursday, July 25, 2019","Wednesday, July 31, 2019",0,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,Costa Mesa,California,92627,West,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,77,162,154,323.8,2,0.2,169.8,Jul,7
5871,CA-2019-128223,"Friday, June 14, 2019","Friday, June 14, 2019",1,Same Day,EB-13705,Ed Braxton,Corporate,United States,Anaheim,California,92804,West,FUR-TA-10001771,Furniture,Tables,"Bush Cubix Conference Tables, Fully Assembled",22,343,154,2400.8,7,0.2,2246.8,Jun,6
2857,CA-2019-128594,"Monday, August 26, 2019","Thursday, August 29, 2019",1,First Class,DJ-13510,Don Jones,Corporate,United States,San Diego,California,92037,West,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,76,116,304,463.8,4,0.2,159.8,Aug,8
3529,CA-2019-130680,"Monday, June 24, 2019","Saturday, June 29, 2019",1,Standard Class,BD-11320,Bill Donatelli,Consumer,United States,San Diego,California,92024,West,TEC-PH-10004833,Technology,Phones,Macally Suction Cup Mount,26,52,104,207.8,4,0.2,103.8,Jun,6
5881,CA-2019-133935,"Wednesday, September 18, 2019","Sunday, September 22, 2019",1,Standard Class,JW-15220,Jane Waco,Corporate,United States,San Diego,California,92105,West,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,76,73,152,145.8,2,0.2,-6.2,Sep,9
5883,CA-2019-133935,"Wednesday, September 18, 2019","Sunday, September 22, 2019",1,Standard Class,JW-15220,Jane Waco,Corporate,United States,San Diego,California,92105,West,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",15,255,135,2294.8,9,0.2,2159.8,Sep,9
8273,CA-2019-139549,"Sunday, October 20, 2019","Friday, October 25, 2019",0,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,El Cajon,California,92020,West,FUR-CH-10001802,Furniture,Chairs,Hon Every-Day Chair Series Swivel Task Chairs,84,104,336,415.8,4,0.2,79.8,Oct,10
1311,CA-2019-141397,"Thursday, June 20, 2019","Friday, June 21, 2019",1,First Class,RC-19825,Roy Collins,Consumer,United States,Pasadena,California,91104,West,FUR-CH-10003846,Furniture,Chairs,Hon Valutask Swivel Chairs,39,180,78,359.8,2,0.2,281.8,Jun,6
943,CA-2019-142958,"Friday, December 13, 2019","Friday, December 20, 2019",1,Standard Class,RW-19630,Rob Williams,Corporate,United States,Torrance,California,90503,West,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,40,328,160,1311.8,4,0.2,1151.8,Dec,12
